epoch,step,train_loss,val_loss,lr,tokens_per_sec,elapsed_min
4,23500,0.671926,,3.409e-05,636.6,1156.8
4,23550,0.441858,,3.369e-05,746.0,1159.67
4,23600,0.673924,,3.329e-05,785.9,1162.2
4,23650,0.63759,,3.29e-05,798.2,1164.76
4,23700,0.522426,,3.251e-05,813.2,1167.24
4,23750,0.572724,,3.212e-05,896.1,1169.6
4,23800,0.493867,,3.173e-05,886.3,1171.86
4,23850,0.571603,,3.134e-05,889.9,1174.13
4,23900,0.635229,,3.096e-05,863.1,1176.44
4,23950,0.548024,,3.058e-05,924.8,1178.67
4,24000,0.617953,,3.02e-05,869.9,1180.97
4,24000,,0.571863,3.02e-05,869.9,1187.47
4,24050,0.625419,,2.982e-05,859.3,1190.0
4,24100,0.627677,,2.944e-05,899.0,1192.25
4,24150,0.435941,,2.907e-05,890.7,1194.54
4,24200,0.595999,,2.869e-05,882.6,1196.82
4,24250,0.63784,,2.832e-05,907.4,1199.06
4,24300,0.647784,,2.796e-05,857.2,1201.42
4,24350,0.498626,,2.759e-05,855.9,1203.72
4,24400,0.519155,,2.722e-05,865.4,1206.04
4,24450,0.455381,,2.686e-05,957.7,1208.24
4,24500,0.555594,,2.65e-05,869.5,1210.52
4,24550,0.76234,,2.614e-05,918.5,1212.76
4,24600,0.511394,,2.579e-05,897.9,1215.04
4,24650,0.487429,,2.543e-05,908.7,1217.28
4,24700,0.564728,,2.508e-05,944.0,1219.5
4,24750,0.64186,,2.473e-05,898.1,1221.84
4,24800,0.736247,,2.438e-05,886.7,1224.11
4,24850,0.661209,,2.404e-05,849.8,1226.55
4,24900,0.579693,,2.369e-05,860.5,1228.88
4,24950,0.562599,,2.335e-05,840.5,1231.27
4,25000,0.501079,,2.301e-05,896.3,1233.53
4,25050,0.775352,,2.268e-05,912.3,1235.77
4,25100,0.548213,,2.234e-05,855.3,1238.28
4,25150,0.576317,,2.201e-05,816.3,1240.69
4,25200,0.622821,,2.168e-05,863.5,1242.98
5,25250,0.77932,,2.135e-05,863.0,1245.32
5,25300,0.844004,,2.102e-05,793.6,1247.85
5,25350,0.752612,,2.07e-05,791.8,1250.31
5,25400,0.581067,,2.038e-05,909.6,1252.62
5,25450,0.592868,,2.006e-05,886.7,1254.87
5,25500,0.703937,,1.974e-05,873.3,1257.17
5,25500,,0.576552,1.974e-05,873.3,1263.67
5,25550,0.520617,,1.942e-05,852.0,1266.03
5,25600,0.516978,,1.911e-05,912.3,1268.29
5,25650,0.621141,,1.88e-05,930.7,1270.45
5,25700,0.562021,,1.849e-05,919.0,1272.57
5,25750,0.587826,,1.819e-05,933.9,1274.7
5,25800,0.631167,,1.788e-05,795.0,1277.24
5,25850,0.570465,,1.758e-05,806.9,1279.73
5,25900,0.561109,,1.728e-05,823.9,1282.2
5,25950,0.644009,,1.699e-05,857.0,1284.57
5,26000,0.662132,,1.669e-05,885.9,1286.88
5,26050,0.585179,,1.64e-05,924.6,1289.02
5,26100,0.461751,,1.611e-05,919.0,1291.2
5,26150,0.832763,,1.582e-05,944.8,1293.39
